boreholeNo,depth,nValue,rqd
BH-144,13.5,45,73
BH-144,15.0,10,25
BH-144,16.5,19,39
BH-144,18.0,22,81
BH-144,19.5,30,70
BH-144,21.0,21,56
BH-144,22.5,2,46
BH-144,24.0,34,63
BH-144,25.5,11,100
BH-144,27.0,21,88
BH-144,28.5,27,93
BH-144,30.0,9,95
BH-144,31.5,5,14
BH-144,33.0,11,52
BH-144,34.5,19,40
BH-144,36.0,50,37
BH-144,37.5,23,85
BH-144,39.0,15,41
BH-144,40.5,32,75
BH-144,42.0,41,29
BH-145,1.5,5,76
BH-145,3.0,16,1
BH-145,4.5,3,35
BH-145,6.0,32,85
BH-145,7.5,35,7
BH-145,9.0,29,17
BH-145,10.5,23,28
BH-145,12.0,38,100
BH-145,13.5,29,1
BH-145,15.0,2,8
BH-145,16.5,43,43
BH-145,18.0,6,49
BH-145,19.5,8,61
BH-145,21.0,34,55
BH-145,22.5,1,89
BH-145,24.0,48,93
BH-145,25.5,9,41
BH-145,27.0,34,15
BH-145,28.5,37,14
BH-145,30.0,5,14
BH-145,31.5,13,94
BH-145,33.0,40,27
BH-145,34.5,22,17
BH-145,36.0,6,81
BH-145,37.5,30,99
BH-145,39.0,28,42
BH-145,40.5,10,95
BH-145,42.0,35,10
BH-145,43.5,32,5
BH-145,45.0,16,75
BH-145,46.5,41,12
BH-145,48.0,35,52
BH-145,49.5,28,23
BH-146,1.5,25,72
BH-146,3.0,11,43
BH-146,4.5,25,99
BH-146,6.0,17,48
BH-146,7.5,5,66
BH-146,9.0,36,82
BH-146,10.5,22,29
BH-146,12.0,30,28
BH-146,13.5,1,78
BH-146,15.0,23,57
BH-146,16.5,23,40
BH-146,18.0,35,76
BH-146,19.5,35,72
BH-146,21.0,14,68
BH-146,22.5,18,33
BH-146,24.0,37,53
BH-146,25.5,17,8
BH-146,27.0,38,57
BH-146,28.5,30,65
BH-146,30.0,37,51
BH-146,31.5,41,55
BH-146,33.0,34,82
BH-146,34.5,16,22
BH-147,1.5,29,10
BH-147,3.0,34,56
BH-147,4.5,30,87
BH-147,6.0,42,52
BH-147,7.5,27,21
BH-147,9.0,24,13
BH-147,10.5,34,28
BH-147,12.0,35,15
BH-147,13.5,4,53
BH-147,15.0,29,85
BH-147,16.5,41,79
BH-147,18.0,50,28
BH-147,19.5,37,0
BH-147,21.0,24,55
BH-147,22.5,21,9
BH-147,24.0,18,42
BH-147,25.5,13,49
BH-147,27.0,39,38
BH-147,28.5,19,93
BH-147,30.0,44,23
BH-147,31.5,41,79
BH-147,33.0,50,84
BH-147,34.5,25,100
BH-147,36.0,45,54
BH-147,37.5,15,87
BH-148,1.5,37,2
BH-148,3.0,39,71
BH-148,4.5,38,47
BH-148,6.0,31,50
BH-148,7.5,18,12
BH-148,9.0,18,26
BH-148,10.5,14,95
BH-148,12.0,38,85
BH-148,13.5,31,73
BH-148,15.0,24,75
BH-148,16.5,47,31
BH-148,18.0,15,10
BH-148,19.5,26,44
BH-148,21.0,4,42
BH-148,22.5,32,34
BH-148,24.0,45,80
BH-148,25.5,33,65
BH-148,27.0,42,96
BH-148,28.5,50,3
BH-148,30.0,13,27
BH-148,31.5,43,66
BH-148,33.0,23,76
BH-148,34.5,45,43
BH-148,36.0,32,44
BH-148,37.5,1,93
BH-148,39.0,22,7
BH-148,40.5,31,41
BH-148,42.0,42,99
BH-148,43.5,45,32
BH-148,45.0,47,28
BH-148,46.5,27,2
BH-148,48.0,37,14
BH-148,49.5,40,43
BH-148,51.0,25,39
BH-148,52.5,37,71
BH-148,54.0,43,77
BH-148,55.5,13,9
BH-148,57.0,28,1
BH-149,1.5,12,17
BH-149,3.0,21,83
BH-149,4.5,23,33
BH-149,6.0,19,72
BH-149,7.5,6,1
BH-149,9.0,41,21
BH-149,10.5,4,39
BH-149,12.0,41,15
BH-149,13.5,6,15
BH-149,15.0,21,82
BH-149,16.5,22,94
BH-149,18.0,50,89
BH-149,19.5,27,13
BH-149,21.0,9,96
BH-149,22.5,32,69
BH-149,24.0,48,46
BH-149,25.5,44,26
BH-149,27.0,1,93
BH-149,28.5,11,64
BH-149,30.0,41,35
BH-149,31.5,12,12
BH-149,33.0,23,60
BH-149,34.5,26,50
BH-149,36.0,1,7
BH-149,37.5,42,82
BH-149,39.0,30,41
BH-149,40.5,16,92
BH-149,42.0,21,30
BH-149,43.5,47,61
BH-149,45.0,40,18
BH-149,46.5,25,40
BH-149,48.0,3,0
BH-150,1.5,32,94
BH-150,3.0,45,31
BH-150,4.5,50,74
BH-150,6.0,43,17
BH-150,7.5,30,27
BH-150,9.0,40,8
BH-150,10.5,22,38
BH-150,12.0,19,45
BH-150,13.5,18,85
BH-150,15.0,6,85
BH-150,16.5,31,85
BH-150,18.0,39,61
BH-150,19.5,48,32
BH-150,21.0,3,98
BH-150,22.5,47,0
BH-150,24.0,14,70
BH-150,25.5,30,28
BH-150,27.0,17,22
BH-150,28.5,11,42
BH-150,30.0,23,30
BH-150,31.5,41,71
BH-150,33.0,21,31
BH-150,34.5,40,54
BH-150,36.0,48,67
BH-150,37.5,34,16
BH-150,39.0,20,5
BH-150,40.5,43,0
BH-150,42.0,6,1
BH-151,1.5,30,35
BH-151,3.0,22,59
BH-151,4.5,38,27
BH-151,6.0,30,94
BH-151,7.5,27,92
BH-151,9.0,36,10
BH-151,10.5,16,62
BH-151,12.0,6,3
BH-151,13.5,22,43
BH-151,15.0,19,67
BH-151,16.5,32,93
BH-151,18.0,26,34
BH-151,19.5,7,68
BH-151,21.0,38,37
BH-151,22.5,20,3
BH-151,24.0,28,73
BH-151,25.5,47,2
BH-151,27.0,10,1
BH-151,28.5,1,98
BH-151,30.0,47,73
BH-151,31.5,38,40
BH-151,33.0,13,1
BH-151,34.5,42,73
BH-151,36.0,46,78
BH-151,37.5,29,0
BH-151,39.0,49,31
BH-151,40.5,17,60
BH-151,42.0,48,37
BH-151,43.5,32,46
BH-152,1.5,38,78
BH-152,3.0,44,5
BH-152,4.5,13,97
BH-152,6.0,31,67
BH-152,7.5,18,67
BH-152,9.0,13,23
BH-152,10.5,27,94
BH-152,12.0,46,57
BH-152,13.5,28,68
BH-152,15.0,29,1
BH-152,16.5,50,70
BH-152,18.0,19,23
BH-152,19.5,46,51
BH-152,21.0,34,12
BH-152,22.5,12,55
BH-152,24.0,50,17
BH-152,25.5,28,76
BH-152,27.0,37,93
BH-152,28.5,22,93
BH-152,30.0,9,72
BH-152,31.5,18,83
BH-152,33.0,10,34
BH-152,34.5,30,75
BH-152,36.0,37,0
BH-152,37.5,31,4
BH-153,1.5,41,6
BH-153,3.0,16,34
BH-153,4.5,10,13
BH-153,6.0,35,55
BH-153,7.5,4,33
BH-153,9.0,8,6
BH-153,10.5,33,33
BH-153,12.0,11,32
BH-153,13.5,48,19
BH-153,15.0,46,85
BH-153,16.5,42,91
BH-153,18.0,22,39
BH-153,19.5,26,32
BH-153,21.0,4,13
BH-153,22.5,18,22
BH-153,24.0,45,40
BH-153,25.5,49,23
BH-153,27.0,2,2
BH-153,28.5,4,20
BH-153,30.0,5,75
BH-154,1.5,42,47
BH-154,3.0,26,35
BH-154,4.5,23,67
BH-154,6.0,49,52
BH-154,7.5,50,79
BH-154,9.0,20,96
BH-154,10.5,31,3
BH-154,12.0,41,19
BH-154,13.5,39,69
BH-154,15.0,11,61
BH-154,16.5,46,35
BH-154,18.0,4,92
BH-154,19.5,40,55
BH-154,21.0,36,20
BH-154,22.5,36,12
BH-154,24.0,2,22
BH-154,25.5,29,68
BH-154,27.0,17,71
BH-154,28.5,5,64
BH-154,30.0,7,51
BH-154,31.5,3,58
BH-154,33.0,6,97
BH-154,34.5,14,50
BH-154,36.0,46,51
BH-154,37.5,33,1
BH-154,39.0,1,73
BH-154,40.5,15,21
BH-154,42.0,14,46
BH-154,43.5,4,51
BH-154,45.0,20,5
BH-154,46.5,41,20
BH-154,48.0,43,57
BH-154,49.5,46,30
BH-155,1.5,18,58
BH-155,3.0,21,7
BH-155,4.5,45,34
BH-155,6.0,27,78
BH-155,7.5,32,29
BH-155,9.0,10,58
BH-155,10.5,35,86
BH-155,12.0,28,72
BH-155,13.5,28,11
BH-155,15.0,46,1
BH-155,16.5,10,20
BH-155,18.0,3,2
BH-155,19.5,44,77
BH-155,21.0,38,16
BH-155,22.5,47,4
BH-155,24.0,45,18
BH-155,25.5,2,6
BH-155,27.0,10,77
BH-155,28.5,15,22
BH-155,30.0,4,72
BH-155,31.5,20,36
BH-155,33.0,35,92
BH-155,34.5,26,7
BH-155,36.0,20,44
BH-155,37.5,33,23
BH-155,39.0,42,20
BH-155,40.5,46,56
BH-155,42.0,48,67
BH-155,43.5,16,20
BH-155,45.0,42,16
BH-155,46.5,15,61
BH-155,48.0,32,40
BH-155,49.5,27,45
BH-155,51.0,50,44
BH-155,52.5,29,38
BH-155,54.0,37,35
BH-155,55.5,46,44
BH-155,57.0,20,2
BH-156,1.5,3,68
BH-156,3.0,21,65
BH-156,4.5,8,20
BH-156,6.0,5,5
BH-156,7.5,15,95
BH-156,9.0,9,82
BH-156,10.5,11,0
BH-156,12.0,23,71
BH-156,13.5,27,85
BH-156,15.0,30,60
BH-156,16.5,11,19
BH-156,18.0,2,17
BH-156,19.5,12,45
BH-156,21.0,45,3
BH-156,22.5,10,32
BH-156,24.0,32,64
BH-156,25.5,3,85
BH-156,27.0,11,63
BH-156,28.5,17,41
BH-156,30.0,25,5
BH-156,31.5,44,62
BH-157,1.5,9,66
BH-157,3.0,11,69
BH-157,4.5,17,5
BH-157,6.0,22,16
BH-157,7.5,33,23
BH-157,9.0,18,22
BH-157,10.5,29,27
BH-157,12.0,13,2
BH-157,13.5,31,72
BH-157,15.0,45,24
BH-157,16.5,20,36
BH-157,18.0,32,50
BH-157,19.5,29,17
BH-157,21.0,26,25
BH-157,22.5,43,41
BH-157,24.0,30,3
BH-157,25.5,41,61
BH-157,27.0,35,3
BH-157,28.5,40,30
BH-157,30.0,14,1
BH-157,31.5,28,34
BH-157,33.0,20,69
BH-157,34.5,26,7
BH-157,36.0,50,68
BH-157,37.5,50,67
BH-157,39.0,28,37
BH-158,1.5,40,70
BH-158,3.0,37,14
BH-158,4.5,50,16
BH-158,6.0,48,62
BH-158,7.5,5,22
BH-158,9.0,32,51
BH-158,10.5,41,36
BH-158,12.0,23,30
BH-158,13.5,4,44
BH-158,15.0,40,33
BH-158,16.5,16,68
BH-158,18.0,30,27
BH-158,19.5,35,91
BH-158,21.0,13,42
BH-158,22.5,22,68
BH-158,24.0,34,95
BH-158,25.5,39,70
BH-158,27.0,37,64
BH-158,28.5,50,96
BH-158,30.0,43,26
BH-158,31.5,43,48
BH-158,33.0,39,43
BH-158,34.5,25,66
BH-158,36.0,41,82
BH-158,37.5,28,18
BH-158,39.0,20,61
BH-158,40.5,36,59
BH-158,42.0,26,53
BH-158,43.5,38,30
BH-158,45.0,18,60
BH-158,46.5,42,39
BH-158,48.0,23,90
BH-158,49.5,10,11
BH-158,51.0,8,39
BH-159,1.5,47,83
BH-159,3.0,49,76
BH-159,4.5,13,61
BH-159,6.0,33,99
BH-159,7.5,19,10
BH-159,9.0,4,15
BH-159,10.5,31,88
BH-159,12.0,24,68
BH-159,13.5,25,33
BH-159,15.0,25,53
BH-159,16.5,23,92
BH-159,18.0,33,54
BH-159,19.5,16,37
BH-159,21.0,40,59
BH-159,22.5,46,10
BH-159,24.0,27,58
BH-159,25.5,21,64
BH-159,27.0,2,95
BH-159,28.5,36,26
BH-159,30.0,7,46
BH-159,31.5,29,99
BH-159,33.0,11,24
BH-159,34.5,27,27
BH-159,36.0,15,40
BH-159,37.5,26,79
BH-159,39.0,10,95
BH-159,40.5,14,18
BH-159,42.0,26,24
BH-159,43.5,27,72
BH-159,45.0,18,71
BH-159,46.5,33,55
BH-159,48.0,30,84
BH-160,1.5,4,85
BH-160,3.0,41,59
BH-160,4.5,12,95
BH-160,6.0,37,27
BH-160,7.5,7,10
BH-160,9.0,20,70
BH-160,10.5,41,14
BH-160,12.0,20,92
BH-160,13.5,23,80
BH-160,15.0,20,36
BH-160,16.5,16,16
BH-160,18.0,19,60
BH-160,19.5,47,82
BH-160,21.0,27,3
BH-160,22.5,15,11
BH-160,24.0,35,30
BH-160,25.5,47,70
BH-160,27.0,40,99
BH-160,28.5,9,1
BH-160,30.0,21,47
BH-160,31.5,11,76
BH-160,33.0,45,24
BH-160,34.5,3,91
BH-160,36.0,17,90
BH-160,37.5,22,63
BH-160,39.0,4,11
BH-160,40.5,30,60
BH-160,42.0,50,51
BH-160,43.5,35,74
BH-160,45.0,46,69
BH-160,46.5,24,44
BH-160,48.0,38,89
BH-160,49.5,49,75
BH-161,1.5,9,2
BH-161,3.0,17,91
BH-161,4.5,15,37
BH-161,6.0,25,62
BH-161,7.5,42,20
BH-161,9.0,8,27
BH-161,10.5,20,21
BH-161,12.0,20,24
BH-161,13.5,7,18
BH-161,15.0,7,80
BH-161,16.5,3,34
BH-161,18.0,16,52
BH-161,19.5,16,12
BH-161,21.0,24,78
BH-161,22.5,26,8
BH-161,24.0,43,77
BH-161,25.5,8,63
BH-161,27.0,17,63
BH-161,28.5,21,86
BH-161,30.0,24,0
BH-161,31.5,17,74
BH-161,33.0,4,28
BH-161,34.5,18,13
BH-161,36.0,46,0
BH-161,37.5,4,62
BH-161,39.0,22,47
BH-161,40.5,43,90
BH-161,42.0,21,60
BH-161,43.5,23,15
BH-161,45.0,10,84
BH-161,46.5,9,61
BH-161,48.0,43,40
BH-161,49.5,22,47
BH-161,51.0,22,86
BH-161,52.5,12,12
BH-161,54.0,45,33
BH-161,55.5,48,31
BH-161,57.0,7,4
BH-162,1.5,5,5
BH-162,3.0,2,51
BH-162,4.5,12,39
BH-162,6.0,9,8
BH-162,7.5,40,95
BH-162,9.0,19,37
BH-162,10.5,45,64
BH-162,12.0,13,71
BH-162,13.5,39,33
BH-162,15.0,22,100
BH-162,16.5,43,70
BH-162,18.0,22,79
BH-162,19.5,3,43
BH-162,21.0,42,15
BH-162,22.5,24,10
BH-162,24.0,49,93
BH-162,25.5,37,37
BH-162,27.0,23,87
BH-162,28.5,11,64
BH-162,30.0,19,60
BH-162,31.5,6,27
BH-162,33.0,31,52
BH-162,34.5,11,56
BH-162,36.0,19,50
BH-163,1.5,5,32
BH-163,3.0,50,12
BH-163,4.5,11,22
BH-163,6.0,7,96
BH-163,7.5,15,17
BH-163,9.0,34,34
BH-163,10.5,26,46
BH-163,12.0,9,38
BH-163,13.5,32,1
BH-163,15.0,25,78
BH-163,16.5,22,28
BH-163,18.0,8,24
BH-163,19.5,5,85
BH-163,21.0,16,30
BH-163,22.5,41,9
BH-163,24.0,6,65
BH-163,25.5,12,52
BH-163,27.0,18,6
BH-163,28.5,10,69
BH-163,30.0,40,19
BH-163,31.5,35,21
BH-163,33.0,49,53
BH-163,34.5,9,24
BH-164,1.5,47,56
BH-164,3.0,48,73
BH-164,4.5,17,44
BH-164,6.0,19,63
BH-164,7.5,16,6
BH-164,9.0,44,75
BH-164,10.5,14,90
BH-164,12.0,5,47
BH-164,13.5,42,92
BH-164,15.0,34,22
BH-164,16.5,28,17
BH-164,18.0,18,74
BH-164,19.5,32,53
BH-164,21.0,17,53
BH-164,22.5,30,35
BH-164,24.0,36,75
BH-164,25.5,5,31
BH-164,27.0,43,24
BH-164,28.5,38,33
BH-164,30.0,42,91
BH-164,31.5,49,76
BH-164,33.0,37,92
BH-164,34.5,33,50
BH-164,36.0,8,92
BH-164,37.5,20,89
BH-164,39.0,14,87
BH-164,40.5,32,25
BH-164,42.0,20,33
BH-164,43.5,17,57
BH-164,45.0,46,84
BH-164,46.5,18,3
BH-164,48.0,33,82
BH-165,1.5,15,18
BH-165,3.0,28,13
BH-165,4.5,30,79
BH-165,6.0,2,100
BH-165,7.5,25,53
BH-165,9.0,34,32
BH-165,10.5,10,42
BH-165,12.0,40,47
BH-165,13.5,32,26
BH-165,15.0,49,33
BH-165,16.5,17,79
BH-165,18.0,36,7
BH-165,19.5,25,3
BH-165,21.0,37,60
BH-165,22.5,49,18
BH-165,24.0,25,4
BH-165,25.5,44,90
BH-165,27.0,32,27
BH-165,28.5,6,5
BH-165,30.0,40,72
BH-165,31.5,14,83
BH-165,33.0,39,17
BH-165,34.5,7,30
BH-165,36.0,22,47
BH-165,37.5,9,28
BH-165,39.0,1,74
BH-165,40.5,3,65
BH-165,42.0,14,58
BH-165,43.5,9,95
BH-165,45.0,10,66
BH-165,46.5,32,52
BH-165,48.0,42,14
BH-165,49.5,6,25
BH-165,51.0,1,63
BH-165,52.5,30,55
BH-165,54.0,47,11
BH-165,55.5,42,35
BH-166,1.5,37,3
BH-166,3.0,42,43
BH-166,4.5,31,34
BH-166,6.0,37,8
BH-166,7.5,12,81
BH-166,9.0,22,37
BH-166,10.5,19,48
BH-166,12.0,35,48
BH-166,13.5,12,62
BH-166,15.0,4,1
BH-166,16.5,36,2
BH-166,18.0,20,56
BH-166,19.5,34,32
BH-166,21.0,3,69
BH-166,22.5,34,89
BH-166,24.0,43,100
BH-166,25.5,31,70
BH-166,27.0,2,18
BH-166,28.5,20,3
BH-166,30.0,10,40
BH-166,31.5,41,97
BH-166,33.0,39,46
BH-167,1.5,11,88
BH-167,3.0,41,78
BH-167,4.5,36,35
BH-167,6.0,45,32
BH-167,7.5,43,39
BH-167,9.0,11,88
BH-167,10.5,19,7
BH-167,12.0,25,30
BH-167,13.5,9,82
BH-167,15.0,24,94
BH-167,16.5,36,93
BH-167,18.0,5,8
BH-167,19.5,38,76
BH-167,21.0,36,18
BH-167,22.5,46,36
BH-167,24.0,26,4
BH-167,25.5,5,67
BH-167,27.0,39,21
BH-167,28.5,5,44
BH-167,30.0,40,39
BH-167,31.5,36,65
BH-167,33.0,17,25
BH-167,34.5,18,47
BH-167,36.0,41,28
BH-167,37.5,38,69
BH-167,39.0,3,87
BH-167,40.5,17,30
BH-167,42.0,17,56
BH-167,43.5,23,75
BH-168,1.5,35,15
BH-168,3.0,7,64
BH-168,4.5,4,96
BH-168,6.0,47,16
BH-168,7.5,26,83
BH-168,9.0,21,53
BH-168,10.5,32,11
BH-168,12.0,37,36
BH-168,13.5,43,72
BH-168,15.0,2,78
BH-168,16.5,29,94
BH-168,18.0,5,52
BH-168,19.5,18,5
BH-168,21.0,28,38
BH-168,22.5,31,70
BH-168,24.0,3,45
BH-168,25.5,9,64
BH-168,27.0,24,82
BH-168,28.5,14,83
BH-168,30.0,41,82
BH-168,31.5,19,55
BH-168,33.0,14,36
BH-168,34.5,28,55
BH-168,36.0,39,25
BH-168,37.5,19,89
BH-168,39.0,22,60
BH-168,40.5,49,96
BH-168,42.0,26,11
BH-168,43.5,29,5
BH-168,45.0,12,98
BH-169,1.5,14,33
BH-169,3.0,20,36
BH-169,4.5,38,32
BH-169,6.0,41,40
BH-169,7.5,49,86
BH-169,9.0,13,42
BH-169,10.5,7,22
BH-169,12.0,16,29
BH-169,13.5,31,41
BH-169,15.0,50,54
BH-169,16.5,22,70
BH-169,18.0,36,86
BH-169,19.5,2,35
BH-169,21.0,31,48
BH-169,22.5,17,83
BH-169,24.0,50,61
BH-169,25.5,16,31
BH-169,27.0,37,19
BH-169,28.5,1,15
BH-169,30.0,17,21
BH-169,31.5,43,2
BH-169,33.0,4,48
BH-169,34.5,3,42
BH-169,36.0,10,79
BH-169,37.5,1,1
BH-169,39.0,36,7
BH-169,40.5,46,46
BH-169,42.0,9,36
BH-169,43.5,23,48
BH-169,45.0,15,11
BH-169,46.5,14,16
BH-169,48.0,42,85
BH-169,49.5,34,48
BH-169,51.0,23,32
BH-169,52.5,21,68
BH-169,54.0,18,99
BH-169,55.5,16,91
BH-169,57.0,17,39
BH-169,58.5,48,45
BH-170,1.5,10,30
BH-170,3.0,15,14
BH-170,4.5,39,98
BH-170,6.0,49,41
BH-170,7.5,7,1
BH-170,9.0,12,53
BH-170,10.5,8,53
BH-170,12.0,14,6
BH-170,13.5,17,44
BH-170,15.0,5,65
BH-170,16.5,9,43
BH-170,18.0,34,5
BH-170,19.5,44,92
BH-170,21.0,6,60
BH-170,22.5,36,19
BH-170,24.0,16,99
BH-170,25.5,10,47
BH-170,27.0,45,51
BH-170,28.5,23,87
BH-170,30.0,20,44
BH-170,31.5,48,75
BH-170,33.0,1,46
BH-170,34.5,3,53
BH-171,1.5,2,94
BH-171,3.0,30,20
BH-171,4.5,42,74
BH-171,6.0,37,26
BH-171,7.5,50,39
BH-171,9.0,3,68
BH-171,10.5,28,10
BH-171,12.0,31,13
BH-171,13.5,1,50
BH-171,15.0,6,77
BH-171,16.5,34,29
BH-171,18.0,37,4
BH-171,19.5,28,78
BH-171,21.0,5,20
BH-171,22.5,33,75
BH-171,24.0,48,2
BH-171,25.5,13,86
BH-171,27.0,16,25
BH-171,28.5,32,47
BH-171,30.0,44,10
BH-171,31.5,28,81
BH-171,33.0,6,9
BH-171,34.5,9,17
BH-171,36.0,9,44
BH-171,37.5,36,23
BH-171,39.0,30,25
BH-171,40.5,23,73
BH-171,42.0,4,87
BH-171,43.5,37,78
BH-171,45.0,30,52
BH-171,46.5,36,30
BH-172,1.5,45,42
BH-172,3.0,14,57
BH-172,4.5,24,95
BH-172,6.0,2,92
BH-172,7.5,36,25
BH-172,9.0,36,53
BH-172,10.5,6,52
BH-172,12.0,33,11
BH-172,13.5,49,57
BH-172,15.0,27,20
BH-172,16.5,10,57
BH-172,18.0,30,13
BH-172,19.5,4,15
BH-172,21.0,22,75
BH-172,22.5,13,36
BH-172,24.0,15,89
BH-172,25.5,32,63
BH-172,27.0,16,72
BH-172,28.5,19,40
BH-172,30.0,6,16
BH-172,31.5,11,66
BH-172,33.0,48,54
BH-172,34.5,9,10
BH-172,36.0,27,47
BH-172,37.5,40,60
BH-173,1.5,16,67
BH-173,3.0,33,15
BH-173,4.5,12,18
BH-173,6.0,18,98
BH-173,7.5,38,92
BH-173,9.0,49,63
BH-173,10.5,30,88
BH-173,12.0,11,83
BH-173,13.5,23,46
BH-173,15.0,40,42
BH-173,16.5,38,3
BH-173,18.0,47,12
BH-173,19.5,26,23
BH-173,21.0,10,63
BH-173,22.5,27,1
BH-173,24.0,13,91
BH-173,25.5,46,25
BH-173,27.0,23,61
BH-173,28.5,48,18
BH-173,30.0,33,92
BH-173,31.5,23,26
BH-173,33.0,32,34
BH-173,34.5,43,21
BH-173,36.0,22,61
BH-173,37.5,27,3
BH-173,39.0,39,3
BH-173,40.5,7,13
BH-173,42.0,39,73
BH-173,43.5,28,41
BH-173,45.0,47,60
BH-173,46.5,26,26
BH-173,48.0,22,25
BH-173,49.5,19,65
BH-173,51.0,47,97
BH-173,52.5,18,78
BH-173,54.0,28,60
BH-174,1.5,6,19
BH-174,3.0,44,4
BH-174,4.5,32,4
BH-174,6.0,45,56
BH-174,7.5,9,62
BH-174,9.0,33,32
BH-174,10.5,32,35
BH-174,12.0,12,64
BH-174,13.5,13,9
BH-174,15.0,14,10
BH-174,16.5,24,70
BH-174,18.0,8,8
BH-174,19.5,39,31
BH-174,21.0,12,90
BH-174,22.5,2,27
BH-174,24.0,2,1
BH-174,25.5,34,77
BH-174,27.0,41,81
BH-174,28.5,39,78
BH-174,30.0,33,31
BH-174,31.5,6,39
BH-174,33.0,25,41
BH-174,34.5,20,82
BH-174,36.0,29,54
BH-174,37.5,18,19
BH-174,39.0,47,63
BH-174,40.5,19,100
BH-174,42.0,37,96
BH-174,43.5,31,50
BH-174,45.0,49,85
BH-174,46.5,40,38
BH-174,48.0,45,60
BH-174,49.5,30,5
BH-174,51.0,1,2
BH-174,52.5,44,14
BH-175,1.5,48,89
BH-175,3.0,24,28
BH-175,4.5,31,20
BH-175,6.0,23,34
BH-175,7.5,28,27
BH-175,9.0,38,89
BH-175,10.5,37,62
BH-175,12.0,43,58
BH-175,13.5,5,82
BH-175,15.0,33,38
BH-175,16.5,49,51
BH-175,18.0,26,10
BH-175,19.5,32,91
BH-175,21.0,23,72
BH-175,22.5,40,6
BH-175,24.0,43,46
BH-175,25.5,39,4
BH-175,27.0,44,24
BH-175,28.5,9,97
BH-175,30.0,35,75
BH-175,31.5,35,20
BH-175,33.0,31,73
BH-175,34.5,23,70
BH-175,36.0,45,43
BH-175,37.5,19,70
BH-175,39.0,7,47
BH-176,1.5,36,28
BH-176,3.0,7,35
BH-176,4.5,45,21
BH-176,6.0,3,93
BH-176,7.5,50,30
BH-176,9.0,11,53
BH-176,10.5,26,17
BH-176,12.0,15,79
BH-176,13.5,26,56
BH-176,15.0,23,1
BH-176,16.5,38,35
BH-176,18.0,12,79
BH-176,19.5,43,83
BH-176,21.0,49,23
BH-176,22.5,44,59
BH-176,24.0,29,58
BH-176,25.5,5,56
BH-176,27.0,47,64
BH-176,28.5,42,70
BH-176,30.0,5,73
BH-176,31.5,11,82
BH-176,33.0,28,70
BH-176,34.5,15,77
BH-176,36.0,33,46
BH-176,37.5,17,47
BH-176,39.0,16,7
BH-176,40.5,37,99
BH-176,42.0,43,38
BH-176,43.5,21,61
BH-176,45.0,50,17
BH-176,46.5,33,96
BH-176,48.0,37,79
BH-176,49.5,36,29
BH-176,51.0,5,65
BH-176,52.5,15,75
BH-176,54.0,1,40
BH-176,55.5,34,25
BH-176,57.0,35,15
BH-177,1.5,19,54
BH-177,3.0,4,41
BH-177,4.5,28,100
BH-177,6.0,18,9
BH-177,7.5,14,29
BH-177,9.0,48,9
BH-177,10.5,47,100
BH-177,12.0,43,68
BH-177,13.5,38,83
BH-177,15.0,26,40
BH-177,16.5,14,41
BH-177,18.0,15,3
BH-177,19.5,11,48
BH-177,21.0,20,97
BH-177,22.5,34,44
BH-177,24.0,6,33
BH-177,25.5,8,57
BH-177,27.0,46,29
BH-177,28.5,6,94
BH-177,30.0,17,75
BH-177,31.5,27,31
BH-177,33.0,45,33
BH-177,34.5,19,94
BH-177,36.0,50,24
BH-177,37.5,12,96
BH-177,39.0,37,4
BH-177,40.5,27,19
BH-177,42.0,50,95
BH-177,43.5,10,94
BH-177,45.0,30,4
BH-178,1.5,34,25
BH-178,3.0,9,100
BH-178,4.5,2,50
BH-178,6.0,29,83
BH-178,7.5,34,20
BH-178,9.0,21,79
BH-178,10.5,1,92
BH-178,12.0,4,55
BH-178,13.5,32,36
BH-178,15.0,16,12
BH-178,16.5,46,93
BH-178,18.0,10,43
BH-178,19.5,39,45
BH-178,21.0,41,39
BH-178,22.5,16,1
BH-178,24.0,2,17
BH-178,25.5,9,25
BH-178,27.0,12,30
BH-178,28.5,5,1
BH-178,30.0,13,45
BH-178,31.5,21,93
BH-178,33.0,16,83
BH-178,34.5,8,26
BH-178,36.0,35,43
BH-178,37.5,3,11
BH-178,39.0,11,2
BH-178,40.5,8,93
BH-178,42.0,30,79
BH-178,43.5,44,69
BH-178,45.0,33,66
BH-178,46.5,38,48
BH-178,48.0,7,47
BH-178,49.5,12,0
BH-178,51.0,46,65
BH-178,52.5,2,33
BH-178,54.0,44,65
BH-178,55.5,49,16
BH-179,1.5,30,1
BH-179,3.0,4,18
BH-179,4.5,5,68
BH-179,6.0,7,92
BH-179,7.5,23,7
BH-179,9.0,31,83
BH-179,10.5,9,35
BH-179,12.0,33,29
BH-179,13.5,12,43
BH-179,15.0,2,67
BH-179,16.5,10,14
BH-179,18.0,13,23
BH-179,19.5,38,32
BH-179,21.0,7,16
BH-179,22.5,15,10
BH-179,24.0,8,1
BH-179,25.5,34,29
BH-179,27.0,15,16
BH-179,28.5,14,27
BH-179,30.0,48,55
BH-179,31.5,9,65
BH-179,33.0,10,65
BH-179,34.5,5,13
BH-179,36.0,22,25
BH-179,37.5,48,93
BH-179,39.0,41,86
BH-179,40.5,46,53
BH-179,42.0,23,10
BH-179,43.5,12,27
BH-179,45.0,21,35
